id,Name,Description,Status,Author,Folder,Run_status,last run,created at,updated at,Tags,Sub-Component,Component,Level,Comments,Step name,Step description,Step expected_results,Step position
"","","","","","","","","","","","","","","","","In the Pending section, check on comment.
",the comment will be checked,2
"","","","","","","","","","","","","","","","",Click select all,All the comment in the page will be selected,3
"","","","","","","","","","","","","","","","",Click approve,All the comments will be approved,4
"","","","","","","","","","","","","","","","",Go to the approved section,all the comments you approved will appear there,5
526,Moderation - Bulk Reject,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  15:08,25-Mar-2019  08:48,25-Mar-2019  08:50,"",Admin Panel,Moderation,Sanity,"",Go to host panel,Go to:https://admin.staging-spot.im/ and login as admin/moderator,"You will be logged in, in the admin panel.   ",1
"","","","","","","","","","","","","","","","","In the Pending section, check on comment.
",the comment will be checked,2
"","","","","","","","","","","","","","","","",Click select all,All the comment in the page will be selected,3
"","","","","","","","","","","","","","","","",Click reject,All the comments will be rejected,4
"","","","","","","","","","","","","","","","",Go to the rejected section,all the comments you rejected will appear there,5
528,Username - Add as teammate,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  15:09,25-Mar-2019  09:01,25-Mar-2019  09:01,"",Settings,Admin Panel,Sanity,"",Add as teammate,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Enter a username
4.Choose a user
5.Click as a teammate ",The user will be added to the teammates list,1
529,Email - Add as teammate,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  15:08,25-Mar-2019  09:02,25-Mar-2019  09:03,"",Settings,Admin Panel,Sanity,"",Add as teammate,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Choose email
4.Enter an email
5.Choose a user
6.Click as a teammate ",The user will be added to the teammates list,1
530,Team - Make admin,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  15:09,25-Mar-2019  09:03,25-Mar-2019  09:05,"",Settings,Admin Panel,Sanity,"",Add as teammate,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Choose email
4.Enter an email
5.Choose a user
6.Click as a teammate ",The user will be added to the teammates list,1
"","","","","","","","","","","","","","","",Make a admin,"1.Scroll the team's list and find the user you just added
2.Click next to the setting wheel
3.Choose Admin role
4.click apply",The user be an admin now,2
"","","","","","","","","","","","","","","",verification step,Log inwith that user in the host panel,The user will have all the admin posibilities,3
531, Team - Make Moderator,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  15:10,25-Mar-2019  09:05,25-Mar-2019  09:06,"",Settings,Admin Panel,Sanity,"",Add as teammate,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Choose email
4.Enter an email
5.Choose a user
6.Click as a teammate ",The user will be added to the teammates list,1
"","","","","","","","","","","","","","","",Make a admin,"1.Scroll the team's list and find the user you just added
2.Click next to the setting wheel
3.Choose Moderator role
4.click apply",The user be an Moderator now,2
"","","","","","","","","","","","","","","",verification step,Log in with that user in the host panel,The user will only see the moderation,3
532,Team - Make Journalist,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  14:56,25-Mar-2019  09:07,25-Mar-2019  09:08,"",Settings,Admin Panel,Sanity,"",Add as teammate,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Choose email
4.Enter an email
5.Choose a user
6.Click as a teammate ",The user will be added to the teammates list,1
"","","","","","","","","","","","","","","",Make a admin,"1.Scroll the team's list and find the user you just added
2.Click next to the setting wheel
3.Choose Journalist role
4.click apply",The user be an Journalist now,2
"","","","","","","","","","","","","","","",verification step,Log in with that user in the host panel,You will not be able to journalst doent have any access to the host panel only moderate the conversation through the conversation,3
533,Team - Make Viewer,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  14:51,25-Mar-2019  09:08,25-Mar-2019  09:10,"",Settings,Admin Panel,Sanity,"",Add as teammate ,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Choose email
4.Enter an email
5.Choose a user
6.Click as a teammate ",The user will be added to the teammates list,1
"","","","","","","","","","","","","","","",Make a admin,"1.Scroll the team's list and find the user you just added
2.Click next to the setting wheel
3.Choose Viewer role
4.click apply",The user be an Viewer now,2
"","","","","","","","","","","","","","","",verification step,Log in with that user in the host panel,The user will only be able to view the moderation with no ability to edit or change anything,3
534,Team - Remove Teammate,"",Draft,Lia Ismailov,,PASSED,14-Apr-2019  15:10,25-Mar-2019  09:10,25-Mar-2019  09:12,"",Settings,Admin Panel,Sanity,"",Pre step - not a must if you have user already,"1.Go to:https://admin.staging-spot.im/
2.Settings->Team
3.Choose email
4.Enter an email
5.Choose a user
6.Click as a teammate ",The user will be added to the teammates list,1
"","","","","","","","","","","","","","","",Make a admin,"1.Scroll the team's list and find the user you just added
2.Click next to the setting wheel
3.Click ""Remove from team""",The user will be removed from the team,2
"","","","","","","","","","","","","","","",verification step,Log in with that user in the host panel,The user will not reach the host panel because he doesnt have access to it anymore,3
535,Analytics - over review,Analytics - over review,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - over review,Look through the over view,"The default search is last 7 days 
and from all devices",1
536,Analytics - over review- sort,Analytics - sort,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - over review - sort,"Go to:host panel ->Analytucs
1.Click the dates sort by tab
2.Click the start date
3.Choose a start date
4.Click the end date
5.Choose an end date
6.Click ""Apply""","A drop down will show up with the options:
-Today
-Yestarday
-Last seven days(With a check mark)
-Last 30 days
You will also have the option to sort by the
 dates of your choosing

1.""A calender will show up and you will be able 
to choose the date from it""
2.""The calender will close and the date wll 
appear in the start date input""
3.""A calender will show up and you will be able 
to choose the date from it""
4.""The calender will close and the date wll 
appear in the end date input""
5.""All the changed pf the dates will be applied
 to the graphs, now you will see the analytics
 per the dates you chose""",1
537,Analytics - sort by year,Analytics - sort by year,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - sort by year,"Go to:host panel ->Analytics
1.Choose dates from different years
2.Click ""Apply""","You will get the analytics for the dates 
you choose",1
538,Analytics - sort by today,Analytics - sort by today,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - sort by today,"
Go to:host panel ->Analytics
Choose Today/Yestarday",The graphs will show the analytics hourly,1
539,Analytics - start date bigger than end date,Analytics - start date bigger than end date,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - start date bigger than end date,"Go to:host panel ->Analytics
Choose and start date and an end 
date no bigger than 2 days 
between them","In the graphs you will have the additional 
options to see the analytics hourly",1
540,Analytics - sort by device,Analytics - sort by device,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - sort by device,"Go to:host panel ->Analytics
1.Click the devices sorting tab
2.Choose one of each","1.A drop down will show up with the options:
-All devices
-Desktops
-Tablets
-Phones
2.The graphs will change depending on the
 option you chose",1
541,Analytics - graphs,Analytics - graphs,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Analytics - graphs,"Go to:host panel ->Analytucs
1.Look through the graphs
2.Click day/week/month
*In days days less than 2 you 
will have the option hourly","1.The overview will have these graphs:
-Additional pageviews per Spot.IM
-Comments
-Likes
-New Registrations
The graphs may vary depends on
 what the client has chosen
2.The graph will change depends on what 
you chose",1
542,Monetization - Sort ,Monetization - Sort ,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Monetization - Sort ,"Look through the monetization:
1.Host panel->Analytics->Monetizetion
2.Click the dates sort by tab
3.Click the start date
4.Choose a start date
5.Click the end date
6.Choose an end date
7.Click ""Apply""","1.The default search is last month
and from all devices
2.""A drop down will show up with the options:
-Yestarday
-This week
-Last week
-This month
-Last month
You will also have the option to sort by the
 dates of your choosing""
3.""A calender will show up and you will be able 
to choose the date from it""
4.""The calender will close and the date wll 
appear in the start date input""
5.""A calender will show up and you will be able 
to choose the date from it""
6.""The calender will close and the date wll 
appear in the end date input""
7.""All the changed pf the dates will be applied
to the monitization table""
",1
543,Monetization - Sort by year,Monetization - Sort by year,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Monetization - Sort by year,"1.Host panel->Analytics->Monetizetion
2.Choose dates from different years
3.Click ""Apply""","You will get the monitization data for the
dates you choose",1
544,Monetization - Sort by device,Monetization - Sort by device,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:54,"",Analytics,Admin Panel,Regression,"",Monetization - Sort by device,"1.Host panel->Analytics->Monetizetion
2.Click the devices sorting tab
3.Choose one of each","1.A drop down will show up with the options:
-All devices
-Desktops
-Tablets
-Phones
2.The table will change depending on the
 option you chose",1
545,Monetization -Download analytics,Monetization -Download analytics,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  10:18,25-Mar-2019  12:52,"",Analytics,Admin Panel,Regression,"",Monetization -Download analytics,"1.Host panel->Analytics->Monetizetion
2.Click the download icon","The monetization data will be dowloaded
 according to the dates you chose",1
546,Ability to moderate usernames and display names according to blacklisted words - FED,"**Issue Type**: Task
**Url**: https://spotim-jira.atlassian.net/browse/GROW-347
*+Requirements+*
[https://spotim-jira.atlassian.net/wiki/spaces/Platform/pages/951549976/Username+and+Display+name+moderation]
1. End User won't be able to Register with blacklisted words

2. End User won't be able to Update username or display name to forbidden words

Original Endpoints, on spots that have such configuration, will block forbidden words

*+Acceptance Tests+*

Test 1:

# Configure “bla” as blacklisted word.
# Try to register here: [https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html] using username “bla” . The register should fail. The error message appears to the user explaining why, as designed

Test 2:

# Change John Spotim’s facebook to “Bla Spotim”. [spotim.automation@walla.co.il|mailto:spotim.automation@walla.co.il]/ p@ssw0rd1\!
# Try to register with facebook. The register should fail. The error message appears to the user explaining why, as designed

Test 3:

# Register using username “legal”. 
# Go to profile page, and change display name to “bla”. The change should fail. The error message appears to the user explaining why, as designed
# Go to the settings page, and try to change username to bla. The change should fail. The error message appears to the user explaining why, as designed

",Draft,itay.m@spot.im,,NO RUN,"",25-Mar-2019  13:33,25-Mar-2019  13:33,"",,,Regression,""
548,Social kit - Universal code,Social kit - Universal code,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social kit - Universal code,"select your site platform -  
choose Universal code
1.Click ""copy"" 
2.the post-id""","You will get the code to place 
recirculation and real-time conversation 
in your site:
1.""The code will be copied and a 
message will appear: """"Copied to 
clipboard""""""
2.""The recirculation and the real time conversation
will now be  displayed on your site""
",1
549,"Social kit - Advanced options - Display 
Real-Time Conversation only","Social kit - Advanced options - Display 
Real-Time Conversation only",Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"","Social kit - Advanced options - Display 
Real-Time Conversation only","Advanve options - Click ,Display 
Real-Time Conversation only","You will get the code to only display real time 
conversation",1
550,Social kit - Advanced options - Display Community Recirculation only,Social kit - Advanced options - Display Community Recirculation only,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social kit - Advanced options - Display Community Recirculation only,"In social kit ,Display Community Recirculation only","You will neet to contact spot.im to 
get the code to display only recirculation",1
551,Social kit - Advanced options - Click Display comments count,Social kit - Advanced options - Click Display comments count,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social kit - Advanced options - Click Display comments count,"In social kit ,Click Display comments count","you will get the code to display the amount of 
comments to a post",1
552,Social kit - Wordpress,Social kit - Wordpress,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social kit - Wordpress,"select your site platform -  
choose wordpress
1.Follow the instructions
2.Click ""copy"" near the spot id","The wordpress setup instructions will show up
 with the spot_id
1.""You will have the conversation and the 
recirculation on your site""
2.""The id will be copied and a 
message will appear:""""Copied to 
clopboard""""""",1
553,Social Reviews - Choose platform,Social Reviews - Choose platform,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social Reviews - Choose platform,Choose your sites platform,"It will be automatically chosen depends
 on what you chose in the previous tab",1
554,Social Reviews - Implent it,Social Reviews - Implent it,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social Reviews - Implent it,"Code for your site-
Copy both codes.","The reviews will be seen where you put the
 second code",1
555,Social Reviews - Advanced options,Social Reviews - Advanced options,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:34,"",Features,Admin Panel,,"",Social Reviews - Advanced options,"Advanced options- ""Click example of
 how it will appear""","A pop up of how the Reviews Summary Widget
 will look like.",1
556,Social Reviews - Reviews Summary Widget,Social Reviews - Reviews Summary Widget,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Social Reviews - Reviews Summary Widget,"Copy the the Reviews Summary Widget
 code and add it to your site","The Reviews Summary Widget will appear 
depends where you put it in your code",1
557,Broadcast - create a broadcast,Broadcast - create a broadcast,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Broadcast - create a broadcast,"1.Click ""New Broadcast""
2.""Enter all the details 
3.Click ""Send Broadcast""
4.In the conversation,Click on the sticky broadcast notification
 on mobile and desktop (conversation)","1.All the broadcast details will be activated for 
editing:
-Title
-URL of content
-Your message
-Duration of Broadcast
2.All the people in that spot will get a sticky in the
 left side of the screen with your message""
3.""For every View\Click the counter 
updates in realtime",1
558,"Live Blog - Creat a live blog
","Live Blog - Creat a live blog
",Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"","Features
","Admin Panel
",,"","Live Blog - Creat a live blog
","
1.Click ""Create new Event""
2.Fill all the event details:
-Title
-When (start and end times)
-Repeating
-Where

Click ""Save""","1.You will be redirected to create a new avent
2.The fields are successfully filled
3.The event will be saved",1
559,Live Blog - Cancel a live blog ,Live Blog - Cancel a live blog ,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel ,,"",Live Blog - Cancel a live blog ,"1.Fill all the event details:
-Title
-When (start and end times)
-Repeating
-Where
2.Click ""Cancel""","1.The fields are successfully filled 
2.You will be redirected to the list of live blogs",1
560,Live Blog - Embed live blog,Live Blog - Embed live blog,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - Embed live blog,"pre step: create a live blog
1.go to the live blog section inder the features tabs
2.Copy the code and embed in your spot
","The live blog will be embeded (each event will 
have its own event ID which will be updated
 automatically in the embed code generated)",1
561,Live Blog - Assign a report,Live Blog - Assign a report,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - Assign a report,Assign a reporter from the team (of the spot),The reporter will be added ,1
562,Live Blog - Assign a reporter not from the team,Live Blog - Assign a reporter not from the team,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - Assign a reporter not from the team,Assign a reporter not from the spot team,"It's impossible to add a reporter from outside
 of the spot's team",1
563,Live Blog - remove a reporter,Live Blog - remove a reporter,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - remove a reporter,Remove a reporter,The reporter will be removed,1
564,Live Blog - delete a live blog,Live Blog - delete a live blog,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - delete a live blog,Delete one of the live blogs,The live blog will be deleted,1
565,Live Blog - Duplicate a live blog,Live Blog - Duplicate a live blog,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - Duplicate a live blog,Duplicate one of the liveblogs,The liveblog wil be duplicted,1
566,Live Blog - Edit live blog,Live Blog - Edit live blog,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"","Features
","
Admin Panel",,"",Live Blog - Edit live blog,"1.Click on a live blog from the list
2.Copy the code and embed in your spot
or click ""manage""
3.Assign a reporter
4.Remove a reporter
5.in the event details tab, edit the details 
Click ""Save changes""","1.The event will open you will have its settings 
and event details
2.The live blog will be embeded
3.The reporter will be added
4.The reporter will be removed
5.The changes will be saved",1
567,Live Blog - Sort the live blogs,Live Blog - Sort the live blogs,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:02,05-Apr-2019  07:33,"",Features,Admin Panel,,"",Live Blog - Sort the live blogs,Click the sorting icon,"if the arrow is upwords it will be oldest to 
newest if the arrow point down its from 
newest to oldest",1
569,Social Login - Facebook Regiistration,"",Draft,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:41,25-Mar-2019  15:41,"",Registration,Conversation,Regression,"","",Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html,the page will load,1
"","","","","","","","","","","","","","","","",Click login,The login modal will open,2
"","","","","","","","","","","","","","","","",Registrate through facebook with a new facebook user,You will become a spot.im user with all your facebook credentials,3
570,Social Login - Twitter Registration,"",Draft,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:45,25-Mar-2019  15:45,"",Registration,Conversation,Regression,"","",Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html,the page will load,1
"","","","","","","","","","","","","","","","",Click login,The login modal will open,2
"","","","","","","","","","","","","","","","",Registrate through Twitter with a new Twitter user,You will become a spot.im user with all your Twitter credentials,3
571,Social Login - Google Registration,"",Draft,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:45,25-Mar-2019  15:46,"",Registration,Conversation,Regression,"","",Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html,the page will load,1
"","","","","","","","","","","","","","","","",Click login,The login modal will open,2
"","","","","","","","","","","","","","","","",Registrate through Google with a new Google user,You will become a spot.im user with all your Google credentials,3
572,Social Login - MSN Registration,"",Draft,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:46,25-Mar-2019  15:46,"",Registration,Conversation,Regression,"","",Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html,the page will load,1
"","","","","","","","","","","","","","","","",Click login,The login modal will open,2
"","","","","","","","","","","","","","","","",Registrate through MSN with a new MSN user,You will become a spot.im user with all your MSN credentials,3
573,Social Login - Disqus Registration,"",Draft,Lia Ismailov,,NO RUN,"",25-Mar-2019  15:47,25-Mar-2019  15:47,"",Registration,Conversation,Regression,"","",Go to:https://preview.c9users.io/borisyuz/staging_env/Manual/post1.html,the page will load,1
"","","","","","","","","","","","","","","","",Click login,The login modal will open,2
"","","","","","","","","","","","","","","","",Registrate through Disqus with a new Disqus user,You will become a spot.im user with all your Disqus credentials,3
574,Settings - change URL,Settings - change URL,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:33,"",Settings,Admin Panel,,"",Settings - change URL,Change the site's URL,The authorized url's change accordingly,1
575,Settings - Change site's name,Settings - Change site's name,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:33,"",Settings,Admin Panel,,"",Settings - Change site's name,Change the site's name,"The name is updated after a refresh
 (Sitename in the upper left corner)",1
576,Settings - Change Categories,Settings - Change Categories,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:33,"",Settings,Admin Panel,,"",Settings - Change Categories,Change the categories of the Spot,The Categories are changed,1
577,Setings - Change platform,Setings - Change platform,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Setings - Change platform,Change the platform,The embed code under features will change accordingly,1
578,Setings - Change language,Setings - Change language,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Setings - Change language,Change the interface language,THe site's inteface language changes accordingly,1
579,Setings - Change sorting to best,Setings - Change sorting to best,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Setings - Change sorting to best,Change the deafault sorting to best,"The conversation will be sorted by
 best comments",1
580,Setings - Change sorting to Newest,Setings - Change sorting to Newest,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Setings - Change sorting to Newest,Change the deafault sorting to Newest,"The conversation will be sorted by
 newest comments",1
581,Setings - Change sorting to Oldest,Setings - Change sorting to Oldest,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Setings - Change sorting to Oldest,Change default storing to oldest,"The conversation will be sorted by
 oldest comments",1
582,Settings- Change levels,Settings- Change levels,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Settings- Change levels,"Change the conversation levels - 
check each option","The conversation levels will change
 by the option you choose",1
583,Settings - Diable rich editor,Settings - Diable rich editor,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,"Admin Panel
",,"",Settings - Diable rich editor,Disable rich text input,"There will no longer be an option 
of advanced text formatting in comments",1
584,Settings - enable rich editor,Settings - enable rich editor,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel ,,"",Settings - enable rich editor,Enable rich text inut,"There will be able an option 
of advanced text formatting in comments",1
585,Settings - Enable Newsfeed Auto-open,Settings - Enable Newsfeed Auto-open,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Settings - Enable Newsfeed Auto-open,Enable Newsfeed Auto-open on Desktop,"The Newsfeed will open automatically 
when users reach comments area.",1
586,Settings - Disable Enable Newsfeed Auto-open,Settings - Disable Enable Newsfeed Auto-open,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Settings - Disable Enable Newsfeed Auto-open,Disable Newsfeed Auto-open on Desktop,"Your Newsfeed will not open automatically 
when users reach comments area.",1
587,Design - Change the site's color,Design - Change the site's color,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Change the site's color,"Change the site's color by choosing a
color from the options","The color of the conversation will change 
accordingly to the color you chose",1
588,Design - Change the site's color manually,Design - Change the site's color manually,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Change the site's color manually,"Change the site's color by choosing the 
color manually","The color of the conversation will change 
accordingly to the color you chose",1
589,"Design - color for 
dark background","Design - color for 
dark background",Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"","Design - color for 
dark background","Change the site's color for 
dark background",The letters in conversation will change to white.,1
590,"Design - color for 
light background","Design - color for 
light background",Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,"
Admin Panel",,"","Design - color for 
light background","Change the site's color for 
light background",The letters in conversation will change to back to black.,1
591,Design - Avatar style - grey,Design - Avatar style - grey,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Avatar style - grey,Avatar's style: choose grey.,The avatars in the conversation will be grey.,1
592,Design - Avatar style - traditional,Design - Avatar style - traditional,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Avatar style - traditional,Avatar's style: choose traditional.,"The avatars in the conversation will have the 
traditional avatar.",1
593,Design - Avatar style - Numbered,Design - Avatar style - Numbered,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Avatar style - Numbered,Avatar's style: choose Numbered.,The avatars will be numbers.,1
594,Design - Avatar style - colorful,Design - Avatar style - colorful,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Avatar style - colorful,Avatar's style: choose Colorful.,"THe avatars will be different color and different 
object in them",1
595,Design - Newsfeed color - white,Design - Newsfeed color - white,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Newsfeed color - white,Newsfeed tab color: choose white,The newsfeed tab will be white.,1
596,Design - Newsfeed color - site's design,Design - Newsfeed color - site's design,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:34,"",Settings,Admin Panel,,"",Design - Newsfeed color - site's design,Newsfeed tab color: choose use site design,"The newsfeed tab will e according to the site's
 design",1
597,Design - Newsfeed position - left,Design - Newsfeed position - left,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:33,"",Settings,Admin Panel,,"",Design - Newsfeed position - left,Newsfeed tab position: choose left,"The newsfeed tab will be from the left side 
of the site",1
598,Design - Newsfeed position - right,Design - Newsfeed position - right,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:32,"",Settings,Admin Panel,,"",Design - Newsfeed position - right,Newsfeed tab position: choose right,"The newsfeed tab will be from the right side 
of the site",1
599,Import - import Disqus,Import - import Disqus,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:32,"",Settings,Admin Panel,,"",Import - import Disqus,"Click import, then click ""import Disqus"".
Enter disqus shortname than click Import","",1
600,Import - import facebook,Import - import facebook,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:32,"",Settings,Admin Panel,,"",Import - import facebook,"Click import, then click ""import facebook"".
then Click Import",You conversation will be automatically imported,1
601,Import - import wordpress,Import - import wordpress,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:32,"",Settings,Admin Panel,,"",Import - import wordpress,"Click import, then click ""import wordpress"".
then Click Import",You conversation will be automatically imported,1
602,Import - import livefyre,Import - import livefyre,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:32,"",Settings,Admin Panel,,"",Import - import livefyre,"Click import, then click ""import livefyre""","You will not be able to import the conversation 
without contacting spot.im",1
603,Import - contact us,Import - contact us,Ready,Lia Ismailov,,NO RUN,"",25-Mar-2019  16:41,05-Apr-2019  07:32,"",Settings,Admin Panel,,"",Import - contact us,"Click ""contact us""",Your email will open,1
